,text,airline_sentiment,clean_text,processed_text
7423,@JetBlue the fact that #ChrisHasMadeUsBLUSH isn't trending is how you know I'm loyal ;),neutral, the fact that  isnt trening is how you know im loyal ,factisnttreningknowimloyal
7424,@JetBlue 5 hours delayed now in hour increments?  Really?  &amp; as Mosaic I still have to pay $25 to use lounge during this waste of a Sunday?,negative, 5 hours elaye now in hour increments  really  amp as mosaic i still have to pay 25 to use lounge uring this waste of a sunay,5hourselayehourincrementsreallyampmosaicstillpay25useloungeuringwastesunay
7425,"@JetBlue no, I haven't done that yet. Is that something I can do online? Thx!",negative, no i havent one that yet is that something i can o online thx,haventoneyetsomethingonlinethx
7426,@JetBlue woof I'm on the red cArpet http://t.co/iIdrbLNOoX,neutral, woof im on the re carpet httptcoiirblnoox,woofimcarpethttptcoiirblnoox
7427,"@JetBlue @amybruni No wifi on this flight so we can't tweet you our Oscar party pics at 37,000ft. #bluecarpet :-( SEA✈️BOS",negative,  no wifi on this flight so we cant tweet you our oscar party pics at 37000ft   seabos,wififlightcanttweetoscarpartypics37000ftseabos
7428,@JetBlue Thank you for the reply. Would've appreciated communication before checking in about the delay. JetBlue used to be my go-to,negative, thank you for the reply woulve appreciate communication before checking in about the elay jetblue use to be my goto,thankreplywoulveappreciatecommunicationcheckingelayjetblueusegoto
7429,@JetBlue What confirmation number?,neutral, what confirmation number,confirmationnumber
7430,@JetBlue You also promised to change my wife's name on the account and it is also not done.  WTF?,negative, you also promise to change my wifes name on the account an it is also not one  wtf,alsopromisechangewifesnameaccountalsoonewtf
7431,@JetBlue You guys really suck! I just spent 40 minutes on the phone linking my credits to my account.  They are still NOT there! 1/2,negative, you guys really suck i just spent 40 minutes on the phone linking my creits to my account  they are still not there 12,guysreallysuckspent40minutesphonelinkingcreitsaccountstill12
7432,"@JetBlue btw, Robin Hayes is speaking at next month's @USChamber aviation summit. He ought to give a shout out to his Twitter team. You rock",positive, btw robin hayes is speaking at next months  aviation summit he ought to give a shout out to his twitter team you rock,btwrobinhayesspeakingnextmonthsaviationsummitoughtgiveshouttwitterteamrock
7433,@JetBlue follow for DM please,neutral, follow for m please,followplease
7434,@JetBlue oh. And thank you for responding,positive, oh an thank you for responing,ohthankresponing
7435,@JetBlue where is it coming from? I thought Tampa?,negative, where is it coming from i thought tampa,comingthoughttampa
7436,@JetBlue Good perspective. If only this safety concern had been expressed at some point before I arrived at the airport. #communicationiskey,negative, goo perspective if only this safety concern ha been expresse at some point before i arrive at the airport ,gooperspectivesafetyconcernhaexpressepointarriveairport
7437,@JetBlue exactly why is my flight delayed? 599 BDL to DCA? Can't seem to get an answer,negative, exactly why is my flight elaye 599 bl to ca cant seem to get an answer,exactlyflightelaye599blcacantseemgetanswer
7438,@JetBlue thanks. We are ticketed on stand by for flight 1970. I hope we make it out. Fingers crossed,positive, thanks we are tickete on stan by for flight 1970 i hope we make it out fingers crosse,thanksticketestanflight1970hopemakefingerscrosse
7439,"@JetBlue flight from BOS - RSW tomorrow, all i need is my wife + 3yr old to sit together, but no option when checking in.",negative, flight from bos  rsw tomorrow all i nee is my wife  3yr ol to sit together but no option when checking in,flightbosrswtomorrowneewife3yrolsittogetheroptionchecking
7440,"@JetBlue is your partnership with Hawaiian live? Earn Hawaiian miles flying Jetblue ? IF so, how do I add @HawaiianAir to my JB Flight Booking Problems ?",neutral, is your partnership with hawaiian live earn hawaiian miles flying jetblue  if so how o i a  to my jb flight booking problems ,partnershiphawaiianliveearnhawaiianmilesflyingjetbluejbflightbookingproblems
7441,@JetBlue You left 175 PEOPLE on a hot plane with no ventilation for over an hour and a half and then had to bus them to JFK because of ....,negative, you left 175 people on a hot plane with no ventilation for over an hour an a half an then ha to bus them to jfk because of ,left175peoplehotplaneventilationhourhalfhabusjfk
7442,@JetBlue at what point in delays can I take a different flight to my destination?,negative, at what point in elays can i take a ifferent flight to my estination,pointelaystakeifferentflightestination
7443,@JetBlue thank you guys! You are the best! 🙌✈️,positive, thank you guys you are the best ,thankguysbest
7444,"@JetBlue You just don't get it.  It's not about the money, It's about PEOPLE!!!! How about a public apology from the president of Jet Blue.",negative, you just ont get it  its not about the money its about people how about a public apology from the presient of jet blue,ontgetmoneypeoplepublicapologypresientjetblue
7445,"@JetBlue why, when you book a flight now, does jetblue separate a 3yr old from the mother? Isn't that a bit stupid? check-in headaches!",negative, why when you book a flight now oes jetblue separate a 3yr ol from the mother isnt that a bit stupi checkin heaaches,bookflightoesjetblueseparate3yrolmotherisntbitstupicheckinheaaches
7446,@JetBlue does not fit in 140,negative, oes not fit in 140,oesfit140
7447,@JetBlue love it as always!,positive, love it as always,lovealways
7448,"@JetBlue You never got my wife to her destination and you expect a $75.00 ""goodwill credit"" will  make everything hunky-dory. You blew it.",negative, you never got my wife to her estination an you expect a 7500 goowill creit will  make everything hunkyory you blew it,nevergotwifeestinationexpect7500goowillcreitmakeeverythinghunkyoryblew
7449,"@JetBlue every time I look at the flight status, 30 more minutes is added to the delay. How about some points for trouble??",negative, every time i look at the flight status 30 more minutes is ae to the elay how about some points for trouble,everytimelookflightstatus30minutesaeelaypointstrouble
7450,"As soon as I can, sending my son home with you Saturday. @JetBlue",neutral,as soon as i can sening my son home with you saturay ,soonseningsonhomesaturay
7451,"@JetBlue hey awesome peeps, what's up with flight 1159 from Boston? Delayed 3hrs?",negative, hey awesome peeps whats up with flight 1159 from boston elaye 3hrs,heyawesomepeepswhatsflight1159bostonelaye3hrs
7452,@JetBlue is there wifi on he plain,neutral, is there wifi on he plain,wifiplain
7453,"@JetBlue what a great experience on flight from SFO to JFK; seats, service, food, everything is top quality. I will be back. Very soon!",positive, what a great experience on flight from sfo to jfk seats service foo everything is top quality i will be back very soon,greatexperienceflightsfojfkseatsservicefooeverythingtopqualitybacksoon
7454,"@JetBlue Flights 1384 and 1583. I have picked up twice this week for 1583, and both times it was delayed!! 😕",negative, flights 1384 an 1583 i have picke up twice this week for 1583 an both times it was elaye ,flights13841583picketwiceweek1583timeselaye
7455,"@JetBlue What's up with delays to and from Boston today? My sister is trying to go home, and bro-in-law trying to come to RDU. Craziness!",negative, whats up with elays to an from boston toay my sister is trying to go home an broinlaw trying to come to ru craziness,whatselaysbostontoaysistertryinggohomebroinlawtryingcomerucraziness
7456,@JetBlue wondering if it's possible for my colleague and I to get on an earlier flight LAX&gt;JFK tomorrow. Can you help?,neutral, wonering if its possible for my colleague an i to get on an earlier flight laxgtjfk tomorrow can you help,woneringpossiblecolleaguegetearlierflightlaxgtjfktomorrowhelp
7457,@JetBlue 118 to Boston still sitting,negative, 118 to boston still sitting,118bostonstillsitting
7458,@JetBlue now we dont have enough money for parking in your garage this is your fault and im not paying for what should be 10mins into 3hrs,negative, now we ont have enough money for parking in your garage this is your fault an im not paying for what shoul be 10mins into 3hrs,ontenoughmoneyparkinggaragefaultimpayingshoul10mins3hrs
7459,@JetBlue hope so! looks nice and warm in San Juan 🌴,neutral, hope so looks nice an warm in san juan ,hopelooksnicewarmsanjuan
7460,@JetBlue thanks for replying-I feel a little better we'll see how it goes ☺️✈️,positive, thanks for replyingi feel a little better well see how it goes ,thanksreplyingifeellittlebetterwellseegoes
7461,@JetBlue I usually do-but I didn't make the Flight Booking Problems this time-that'll teach me! Yea I have that going for me at least haha,neutral, i usually obut i int make the flight booking problems this timethatll teach me yea i have that going for me at least haha,usuallyobutintmakeflightbookingproblemstimethatllteachyeagoingleasthaha
7462,@JetBlue I waited 3 hrs for my bags and my flight was only 2 hrs,negative, i waite 3 hrs for my bags an my flight was only 2 hrs,waite3hrsbagsflight2hrs
7463,@JetBlue should I bother contacting them? I already checked into my flight 😕,negative, shoul i bother contacting them i alreay checke into my flight ,shoulbothercontactingalreaycheckeflight
7464,@JetBlue early last month via Expedia-there's an extra middle name and initial attached to my last name,neutral, early last month via expeiatheres an extra mile name an initial attache to my last name,earlylastmonthviaexpeiatheresextramilenameinitialattachelastname
7465,"@JetBlue backlog is an hour at most, this is over two!  Unacceptable!!",negative, backlog is an hour at most this is over two  unacceptable,backloghourtwounacceptable
7466,@JetBlue your agent told us TSA didn't have a crew to get bags!,negative, your agent tol us tsa int have a crew to get bags,agenttolustsaintcrewgetbags
7467,@JetBlue you guys rock!,positive, you guys rock,guysrock
7468,@JetBlue my email is my twitter handle followed by gmail ☺👍👍,positive, my email is my twitter hanle followe by gmail ,emailtwitterhanlefollowegmail
7469,@JetBlue Awesome! #bestairlineever,positive, awesome ,awesome
7470,@JetBlue no baggage crew update!  Your staff is incompetent with no answers after 2 hours....,negative, no baggage crew upate  your staff is incompetent with no answers after 2 hours,baggagecrewupatestaffincompetentanswers2hours
